Symbol,Trade DATE,NOCP
GE,4/11/2019,9.12
GE,4/12/2019,9
GE,4/15/2019,8.98
GE,4/16/2019,9.14
GE,4/17/2019,9.12
GE,4/18/2019,9.35
GE,4/22/2019,9.32
GE,4/23/2019,9.33
GE,4/24/2019,9.32
GE,4/25/2019,9.12
GE,4/26/2019,9.57
GE,4/29/2019,9.73
GE,4/30/2019,10.17
GE,5/1/2019,10.1
GE,5/2/2019,10.25
GE,5/3/2019,10.5
GE,5/6/2019,10.43
GE,5/7/2019,10.11
GE,5/8/2019,10.16
GE,5/9/2019,10.04
GE,5/10/2019,10.13
GE,5/13/2019,9.87
GE,5/14/2019,10.32
GE,5/15/2019,10.26
GE,5/16/2019,10.13
GE,5/17/2019,10
GE,5/20/2019,9.88
GE,5/21/2019,9.96
GE,5/22/2019,9.9
GE,5/23/2019,9.56
GE,5/24/2019,9.45
GE,5/28/2019,9.36
GE,5/29/2019,9.37
GE,5/30/2019,9.47
GE,5/31/2019,9.44
GE,6/3/2019,9.53
GE,6/4/2019,10
GE,6/5/2019,9.89
GE,6/6/2019,9.92
GE,6/7/2019,9.98
GE,6/10/2019,10.05
GE,6/11/2019,10.12
GE,6/12/2019,10.28
GE,6/13/2019,10.31
GE,6/14/2019,10.23
GE,6/17/2019,10.05
GE,6/18/2019,10.42
GE,6/19/2019,10.34
GE,6/20/2019,10.63
GE,6/21/2019,10.48
GE,6/24/2019,10.28
GE,6/25/2019,10.22
GE,6/26/2019,10.27
GE,6/27/2019,10.4
GE,6/28/2019,10.5
GE,7/1/2019,10.63
GE,7/2/2019,10.62
GE,7/3/2019,10.61
GE,7/5/2019,10.5
GE,7/8/2019,10.2
GE,7/9/2019,10.25
GE,7/10/2019,10.2
GE,7/11/2019,10.11
GE,7/12/2019,10.37
GE,7/15/2019,10.27
GE,7/16/2019,10.38
GE,7/17/2019,9.98
GE,7/18/2019,10.06
GE,7/19/2019,10.04
GE,7/22/2019,10.21
GE,7/23/2019,10.65
GE,7/24/2019,10.68
GE,7/25/2019,10.43
GE,7/26/2019,10.51
GE,7/29/2019,10.38
GE,7/30/2019,10.52
GE,7/31/2019,10.45
GE,8/1/2019,10.08
GE,8/2/2019,10
GE,8/5/2019,9.66
GE,8/6/2019,9.57
GE,8/7/2019,9.46
GE,8/8/2019,9.49
GE,8/9/2019,9.15
GE,8/12/2019,9.05
GE,8/13/2019,9.35
GE,8/14/2019,9.03
GE,8/15/2019,8.01
GE,8/16/2019,8.79
GE,8/19/2019,8.67
GE,8/20/2019,8.38
GE,8/21/2019,8.16
GE,8/22/2019,8.19
GE,8/23/2019,7.97
GE,8/26/2019,8.05
GE,8/27/2019,7.93
GE,8/28/2019,7.94
GE,8/29/2019,8.11
GE,8/30/2019,8.25
GE,9/3/2019,8.33
GE,9/4/2019,8.8
GE,9/5/2019,8.81
GE,9/6/2019,8.71
GE,9/9/2019,8.96
GE,9/10/2019,9.14
GE,9/11/2019,9.36
GE,9/12/2019,9.26
GE,9/13/2019,9.34
GE,9/16/2019,9.38
GE,9/17/2019,9.36
GE,9/18/2019,9.38
GE,9/19/2019,9.42
GE,9/20/2019,9.37
GE,9/23/2019,9.34
GE,9/24/2019,8.97
GE,9/25/2019,9.16
GE,9/26/2019,9.02
GE,9/27/2019,9.04
GE,9/30/2019,8.94
GE,10/1/2019,8.61
GE,10/2/2019,8.51
GE,10/3/2019,8.71
GE,10/4/2019,8.57
GE,10/7/2019,8.56
GE,10/8/2019,8.28
GE,10/9/2019,8.35
GE,10/10/2019,8.45
GE,10/11/2019,8.8
GE,10/14/2019,8.72
GE,10/15/2019,8.89
GE,10/16/2019,8.9
GE,10/17/2019,9.04
GE,10/18/2019,8.96
GE,10/21/2019,8.79
GE,10/22/2019,9.06
GE,10/23/2019,9.14
GE,10/24/2019,8.95
GE,10/25/2019,9
GE,10/28/2019,9.07
GE,10/29/2019,9.07
GE,10/30/2019,10.11
GE,10/31/2019,9.98
GE,11/1/2019,10.38
GE,11/4/2019,10.93
GE,11/5/2019,10.97
GE,11/6/2019,11.02
GE,11/7/2019,11.29
GE,11/8/2019,11.52
GE,11/11/2019,11.35
GE,11/12/2019,11.42
GE,11/13/2019,11.29
GE,11/14/2019,11.29
GE,11/15/2019,11.52
GE,11/18/2019,11.44
GE,11/19/2019,11.5
GE,11/20/2019,11.39
GE,11/21/2019,11.53
GE,11/22/2019,11.55
GE,11/25/2019,11.58
GE,11/26/2019,11.35
GE,11/27/2019,11.29
GE,11/29/2019,11.27
GE,12/2/2019,11.16
GE,12/3/2019,10.99
GE,12/4/2019,10.9
GE,12/5/2019,10.79
GE,12/6/2019,11.1
GE,12/9/2019,10.99
GE,12/10/2019,11.01
GE,12/11/2019,10.97
GE,12/12/2019,11.44
GE,12/13/2019,11.34
GE,12/16/2019,11.17
GE,12/17/2019,11.1
GE,12/18/2019,10.96
GE,12/19/2019,11.04
GE,12/20/2019,11.03
GE,12/23/2019,11.16
GE,12/24/2019,11.19
GE,12/26/2019,11.23
GE,12/27/2019,11.18
GE,12/30/2019,11.08
